"No.","Time","Source","Destination","Protocol","Length","Info"
"548","4.561841","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=624843 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"549","4.561846","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=626303 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"550","4.561848","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=627763 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"551","4.561852","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=629223 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"552","4.561856","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [PSH, ACK] Seq=630683 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"553","4.561857","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=3328 Ack=630683 Win=24511 Len=0"
"554","4.561871","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=632143 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"555","4.561875","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=3328 Ack=633603 Win=24568 Len=0"
"556","4.561928","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=633603 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"557","4.561939","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"558","4.561946","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=636523 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"559","4.561950","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=637983 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"560","4.561950","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=3328 Ack=636523 Win=24559 Len=0"
"561","4.561953","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=639443 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"562","4.561955","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=640903 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"563","4.561958","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=642363 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"564","4.561961","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=643823 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"565","4.561964","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=645283 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"566","4.561967","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=646743 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"567","4.561969","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=648203 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"568","4.561972","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=649663 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"569","4.561984","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=3328 Ack=651123 Win=24487 Len=0"
"570","4.561995","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"571","4.561998","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=652583 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"572","4.562002","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=3328 Ack=654043 Win=24559 Len=0"
"573","4.562010","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=654043 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"574","4.562012","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=655503 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"575","4.562016","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=3328 Ack=656963 Win=24542 Len=0"
"576","4.562021","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=656963 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"577","4.562026","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=658423 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"578","4.562030","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=3328 Ack=659883 Win=24559 Len=0"
"579","4.562047","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=659883 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"580","4.562062","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=661343 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"581","4.562065","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=3328 Ack=662803 Win=24559 Len=0"
"582","4.562074","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=662803 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"583","4.562078","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=664263 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"584","4.562081","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=3328 Ack=665723 Win=24559 Len=0"
"585","4.562103","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=665723 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"586","4.562114","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=667183 Ack=3328 Win=426 Len=1460 [TCP segment of a reassembled PDU]"
"587","4.562117","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=3328 Ack=668643 Win=24559 Len=0"
"588","4.562119","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"589","4.562123","192.232.16.79","192.167.7.43","TLSv1.2","988","Application Data, Application Data"
"590","4.562126","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=3328 Ack=671037 Win=24559 Len=0"
"591","4.562128","192.232.16.79","192.167.7.43","TLSv1.2","155","Application Data, Application Data, Application Data, Application Data"
"592","4.562169","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=3328 Ack=671138 Win=24568 Len=0"
"593","4.895972","192.167.7.43","192.232.16.204","TCP","54","43226  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"594","4.924362","192.232.16.204","192.167.7.43","TCP","60","[TCP ACKed unseen segment] 443  >  43226 [ACK] Seq=1 Ack=2 Win=274 Len=0"
"595","5.120012","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=124/31744, ttl=64 (no response found!)"
"596","5.161758","192.167.7.43","192.167.7.45","UDP","162","8135  >  12345 Len=120"
"597","5.407974","192.167.7.43","192.232.16.204","TCP","54","43228  >  443 [ACK] Seq=1 Ack=1 Win=11004 Len=0"
"598","5.412695","192.232.16.204","192.167.7.43","TCP","60","[TCP ACKed unseen segment] 443  >  43228 [ACK] Seq=1 Ack=2 Win=349 Len=0"
"599","6.148017","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=125/32000, ttl=64 (no response found!)"
"600","6.161870","192.167.7.43","192.167.7.45","UDP","162","8136  >  12345 Len=120"
"601","6.639014","192.167.7.43","172.217.1.110","TLSv1.2","865","Application Data"
"602","6.648004","172.217.1.110","192.167.7.43","TCP","60","443  >  50536 [ACK] Seq=214 Ack=1789 Win=1045 Len=0"
"603","6.660247","172.217.1.110","192.167.7.43","TLSv1.2","121","Application Data"
"604","6.660282","172.217.1.110","192.167.7.43","TLSv1.2","85","Application Data"
"605","6.660286","172.217.1.110","192.167.7.43","TLSv1.2","93","Application Data"
"606","6.660660","192.167.7.43","172.217.1.110","TCP","54","50536  >  443 [ACK] Seq=1789 Ack=351 Win=2659 Len=0"
"607","6.660701","192.167.7.43","172.217.1.110","TLSv1.2","93","Application Data"
"608","6.673070","172.217.1.110","192.167.7.43","TCP","60","443  >  50536 [ACK] Seq=351 Ack=1828 Win=1045 Len=0"
"609","6.943957","192.167.7.43","192.232.16.79","TCP","54","56648  >  443 [ACK] Seq=1 Ack=1 Win=547 Len=0"
"610","6.952117","192.232.16.79","192.167.7.43","TCP","60","[TCP ACKed unseen segment] 443  >  56648 [ACK] Seq=1 Ack=2 Win=274 Len=0"
"611","7.161979","192.167.7.43","192.167.7.45","UDP","162","8137  >  12345 Len=120"
"612","7.168246","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=126/32256, ttl=64 (no response found!)"
"613","7.199955","192.167.7.43","142.250.191.227","TCP","54","50302  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"614","7.214340","142.250.191.227","192.167.7.43","TCP","60","[TCP ACKed unseen segment] 80  >  50302 [ACK] Seq=1 Ack=2 Win=261 Len=0"
"615","7.715974","192.167.7.43","172.217.129.9","TCP","54","43386  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"616","7.723507","172.217.129.9","192.167.7.43","TCP","60","[TCP ACKed unseen segment] 443  >  43386 [ACK] Seq=1 Ack=2 Win=297 Len=0"
"617","8.162267","192.167.7.43","192.167.7.45","UDP","162","8138  >  12345 Len=120"
"618","8.192027","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=127/32512, ttl=64 (no response found!)"
"619","9.162418","192.167.7.43","192.167.7.45","UDP","162","8139  >  12345 Len=120"
"620","9.216095","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=128/32768, ttl=64 (no response found!)"
"621","10.162638","192.167.7.43","192.167.7.45","UDP","162","8140  >  12345 Len=120"
"622","10.240018","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=129/33024, ttl=64 (no response found!)"
"623","11.162805","192.167.7.43","192.167.7.45","UDP","162","8141  >  12345 Len=120"
"624","11.264019","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=130/33280, ttl=64 (no response found!)"
"625","12.162941","192.167.7.43","192.167.7.45","UDP","162","8142  >  12345 Len=120"
"626","12.288057","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=131/33536, ttl=64 (no response found!)"
"627","13.163216","192.167.7.43","192.167.7.45","UDP","162","8143  >  12345 Len=120"
"628","13.312018","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=132/33792, ttl=64 (no response found!)"
"629","14.163378","192.167.7.43","192.167.7.45","UDP","162","8144  >  12345 Len=120"
"630","14.336099","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=133/34048, ttl=64 (no response found!)"
"631","14.627968","192.167.7.43","192.232.16.79","TCP","54","[TCP Keep-Alive] 56616  >  443 [ACK] Seq=3327 Ack=671138 Win=24568 Len=0"
"632","14.628018","192.167.7.43","192.232.16.78","TCP","54","[TCP Dup ACK 429#1] 36624  >  443 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"633","14.635899","192.232.16.78","192.167.7.43","TCP","60","[TCP Dup ACK 430#1] [TCP ACKed unseen segment] 443  >  36624 [ACK] Seq=1 Ack=2 Win=287 Len=0"
"634","14.635916","192.232.16.79","192.167.7.43","TCP","60","[TCP Keep-Alive ACK] 443  >  56616 [ACK] Seq=671138 Ack=3328 Win=426 Len=0"
"635","15.136054","192.167.7.43","192.232.16.204","TCP","54","[TCP Dup ACK 593#1] 43226  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"636","15.140799","192.232.16.204","192.167.7.43","TCP","60","[TCP Dup ACK 594#1] [TCP ACKed unseen segment] 443  >  43226 [ACK] Seq=1 Ack=2 Win=274 Len=0"
"637","15.163549","192.167.7.43","192.167.7.45","UDP","162","8145  >  12345 Len=120"
"638","15.185016","192.167.7.43","172.217.1.110","TLSv1.2","1181","Application Data"
"639","15.192418","172.217.1.110","192.167.7.43","TCP","60","443  >  50536 [ACK] Seq=351 Ack=2955 Win=1056 Len=0"
"640","15.204449","172.217.1.110","192.167.7.43","TLSv1.2","121","Application Data"
"641","15.204466","172.217.1.110","192.167.7.43","TLSv1.2","85","Application Data"
"642","15.204468","172.217.1.110","192.167.7.43","TLSv1.2","93","Application Data"
"643","15.204658","192.167.7.43","172.217.1.110","TCP","54","50536  >  443 [ACK] Seq=2955 Ack=488 Win=2659 Len=0"
"644","15.204687","192.167.7.43","172.217.1.110","TLSv1.2","93","Application Data"
"645","15.217624","172.217.1.110","192.167.7.43","TCP","60","443  >  50536 [ACK] Seq=488 Ack=2994 Win=1056 Len=0"
"646","15.360002","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=134/34304, ttl=64 (no response found!)"
"647","15.647969","192.167.7.43","192.232.16.204","TCP","54","[TCP Dup ACK 597#1] 43228  >  443 [ACK] Seq=1 Ack=1 Win=11004 Len=0"
"648","15.652681","192.232.16.204","192.167.7.43","TCP","60","[TCP Dup ACK 598#1] [TCP ACKed unseen segment] 443  >  43228 [ACK] Seq=1 Ack=2 Win=349 Len=0"
"649","16.163664","192.167.7.43","192.167.7.45","UDP","162","8146  >  12345 Len=120"
"650","16.383988","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=135/34560, ttl=64 (no response found!)"
"651","16.637940","192.167.7.43","172.217.1.110","TLSv1.2","856","Application Data"
"652","16.645743","172.217.1.110","192.167.7.43","TCP","60","443  >  50536 [ACK] Seq=488 Ack=3796 Win=1067 Len=0"
"653","16.657502","172.217.1.110","192.167.7.43","TLSv1.2","121","Application Data"
"654","16.657523","172.217.1.110","192.167.7.43","TLSv1.2","85","Application Data"
"655","16.657527","172.217.1.110","192.167.7.43","TLSv1.2","93","Application Data"
"656","16.657900","192.167.7.43","172.217.1.110","TCP","54","50536  >  443 [ACK] Seq=3796 Ack=625 Win=2659 Len=0"
"657","16.657940","192.167.7.43","172.217.1.110","TLSv1.2","93","Application Data"
"658","16.674634","172.217.1.110","192.167.7.43","TCP","60","443  >  50536 [ACK] Seq=625 Ack=3835 Win=1067 Len=0"
"659","17.163778","192.167.7.43","192.167.7.45","UDP","162","8147  >  12345 Len=120"
"660","17.167880","192.167.7.43","142.250.191.98","TLSv1.2","1373","Application Data"
"661","17.169919","192.167.7.43","142.250.191.98","TLSv1.2","182","Application Data"
"662","17.174285","192.167.7.43","142.250.191.98","TLSv1.2","940","Application Data"
"663","17.181825","142.250.191.98","192.167.7.43","TCP","60","443  >  49018 [ACK] Seq=213 Ack=2214 Win=406 Len=0"
"664","17.183687","142.250.191.98","192.167.7.43","TCP","60","443  >  49018 [ACK] Seq=213 Ack=2342 Win=417 Len=0"
"665","17.183949","192.167.7.43","192.232.16.79","TCP","54","[TCP Dup ACK 609#1] 56648  >  443 [ACK] Seq=1 Ack=1 Win=547 Len=0"
"666","17.188163","142.250.191.98","192.167.7.43","TCP","60","443  >  49018 [ACK] Seq=213 Ack=3228 Win=428 Len=0"
"667","17.191761","192.232.16.79","192.167.7.43","TCP","60","[TCP Dup ACK 610#1] [TCP ACKed unseen segment] 443  >  56648 [ACK] Seq=1 Ack=2 Win=274 Len=0"
"668","17.196035","142.250.191.98","192.167.7.43","TLSv1.2","129","Application Data"
"669","17.196053","142.250.191.98","192.167.7.43","TLSv1.2","85","Application Data"
"670","17.196058","142.250.191.98","192.167.7.43","TLSv1.2","93","Application Data"
"671","17.196430","192.167.7.43","142.250.191.98","TCP","54","49018  >  443 [ACK] Seq=3228 Ack=358 Win=501 Len=0"
"672","17.196471","192.167.7.43","142.250.191.98","TLSv1.2","93","Application Data"
"673","17.196800","142.250.191.98","192.167.7.43","TLSv1.2","123","Application Data"
"674","17.196810","142.250.191.98","192.167.7.43","TLSv1.2","127","Application Data"
"675","17.196873","142.250.191.98","192.167.7.43","TLSv1.2","85","Application Data"
"676","17.197039","192.167.7.43","142.250.191.98","TCP","54","49018  >  443 [ACK] Seq=3267 Ack=531 Win=501 Len=0"
"677","17.204242","142.250.191.98","192.167.7.43","TLSv1.2","123","Application Data"
"678","17.204266","142.250.191.98","192.167.7.43","TLSv1.2","127","Application Data"
"679","17.204270","142.250.191.98","192.167.7.43","TLSv1.2","85","Application Data"
"680","17.207067","192.167.7.43","142.250.191.98","TCP","54","49018  >  443 [ACK] Seq=3267 Ack=704 Win=501 Len=0"
"681","17.215345","142.250.191.98","192.167.7.43","TCP","60","443  >  49018 [ACK] Seq=704 Ack=3267 Win=428 Len=0"
"682","17.408094","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=136/34816, ttl=64 (no response found!)"
"683","17.439973","192.167.7.43","142.250.191.227","TCP","54","[TCP Dup ACK 613#1] 50302  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"684","17.454217","142.250.191.227","192.167.7.43","TCP","60","[TCP Dup ACK 614#1] [TCP ACKed unseen segment] 80  >  50302 [ACK] Seq=1 Ack=2 Win=261 Len=0"
"685","17.552068","192.167.7.43","3.233.153.126","TLSv1.2","100","Application Data"
"686","17.586982","3.233.153.126","192.167.7.43","TLSv1.2","100","Application Data"
"687","17.587009","192.167.7.43","3.233.153.126","TCP","54","49596  >  443 [ACK] Seq=47 Ack=47 Win=501 Len=0"
"688","17.956070","192.167.7.43","172.217.129.9","TCP","54","[TCP Dup ACK 615#1] 43386  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"689","17.963725","172.217.129.9","192.167.7.43","TCP","60","[TCP Dup ACK 616#1] [TCP ACKed unseen segment] 443  >  43386 [ACK] Seq=1 Ack=2 Win=297 Len=0"
"690","18.163897","192.167.7.43","192.167.7.45","UDP","162","8148  >  12345 Len=120"
"691","18.432003","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=137/35072, ttl=64 (no response found!)"
"692","19.164062","192.167.7.43","192.167.7.45","UDP","162","8149  >  12345 Len=120"
"693","19.456106","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=138/35328, ttl=64 (no response found!)"
"694","20.164192","192.167.7.43","192.167.7.45","UDP","162","8150  >  12345 Len=120"
"695","20.480108","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=139/35584, ttl=64 (no response found!)"
"696","21.164331","192.167.7.43","192.167.7.45","UDP","162","8151  >  12345 Len=120"
"697","21.504019","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=140/35840, ttl=64 (no response found!)"
"698","22.164469","192.167.7.43","192.167.7.45","UDP","162","8152  >  12345 Len=120"
"699","22.527977","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=141/36096, ttl=64 (no response found!)"
"700","22.553015","192.167.7.43","142.250.190.129","TLSv1.2","93","Application Data"
"701","22.553071","192.167.7.43","142.250.190.1","TLSv1.2","93","Application Data"
"702","22.553101","192.167.7.43","3.160.5.124","TLSv1.2","93","Application Data"
"703","22.559252","3.160.5.124","192.167.7.43","TCP","60","443  >  45834 [ACK] Seq=1 Ack=40 Win=137 Len=0"
"704","22.559272","3.160.5.124","192.167.7.43","TLSv1.2","93","Application Data"
"705","22.559282","192.167.7.43","3.160.5.124","TCP","54","45834  >  443 [ACK] Seq=40 Ack=40 Win=501 Len=0"
"706","22.560573","142.250.190.1","192.167.7.43","TLSv1.2","93","Application Data"
"707","22.560587","192.167.7.43","142.250.190.1","TCP","54","45428  >  443 [ACK] Seq=40 Ack=40 Win=1525 Len=0"
"708","22.560616","142.250.190.129","192.167.7.43","TCP","60","443  >  49118 [ACK] Seq=1 Ack=40 Win=277 Len=0"
"709","22.561705","142.250.190.129","192.167.7.43","TLSv1.2","93","Application Data"
"710","22.561716","192.167.7.43","142.250.190.129","TCP","54","49118  >  443 [ACK] Seq=40 Ack=40 Win=501 Len=0"
"711","23.164595","192.167.7.43","192.167.7.45","UDP","162","8153  >  12345 Len=120"
"712","23.328036","VMware_8a:b1:9d","VMware_8a:e8:0f","ARP","42","Who has 192.167.7.45? Tell 192.167.7.43"
"713","23.328583","VMware_8a:e8:0f","VMware_8a:b1:9d","ARP","60","192.167.7.45 is at 00:50:56:8a:e8:0f"
"714","23.552010","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=142/36352, ttl=64 (no response found!)"
"715","23.553446","192.167.7.43","142.250.190.131","TLSv1.2","93","Application Data"
"716","23.560997","142.250.190.131","192.167.7.43","TCP","60","443  >  46250 [ACK] Seq=1 Ack=40 Win=267 Len=0"
"717","23.561015","142.250.190.131","192.167.7.43","TLSv1.2","93","Application Data"
"718","23.561023","192.167.7.43","142.250.190.131","TCP","54","46250  >  443 [ACK] Seq=40 Ack=40 Win=501 Len=0"
"719","24.164718","192.167.7.43","192.167.7.45","UDP","162","8154  >  12345 Len=120"
"720","24.575988","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=143/36608, ttl=64 (no response found!)"
"721","24.863968","192.167.7.43","192.232.16.78","TCP","54","[TCP Dup ACK 429#2] 36624  >  443 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"722","24.864019","192.167.7.43","192.232.16.79","TCP","54","[TCP Keep-Alive] 56616  >  443 [ACK] Seq=3327 Ack=671138 Win=24568 Len=0"
"723","24.871852","192.232.16.79","192.167.7.43","TCP","60","[TCP Keep-Alive ACK] 443  >  56616 [ACK] Seq=671138 Ack=3328 Win=426 Len=0"
"724","24.871869","192.232.16.78","192.167.7.43","TCP","60","[TCP Dup ACK 430#2] [TCP ACKed unseen segment] 443  >  36624 [ACK] Seq=1 Ack=2 Win=287 Len=0"
"725","25.164911","192.167.7.43","192.167.7.45","UDP","162","8155  >  12345 Len=120"
"726","25.375965","192.167.7.43","192.232.16.204","TCP","54","[TCP Dup ACK 593#2] 43226  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"727","25.391593","192.232.16.204","192.167.7.43","TCP","60","[TCP Dup ACK 594#2] [TCP ACKed unseen segment] 443  >  43226 [ACK] Seq=1 Ack=2 Win=274 Len=0"
"728","25.600189","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=144/36864, ttl=64 (no response found!)"
"729","25.887967","192.167.7.43","192.232.16.204","TCP","54","[TCP Dup ACK 597#2] 43228  >  443 [ACK] Seq=1 Ack=1 Win=11004 Len=0"
"730","25.892543","192.232.16.204","192.167.7.43","TCP","60","[TCP Dup ACK 598#2] [TCP ACKed unseen segment] 443  >  43228 [ACK] Seq=1 Ack=2 Win=349 Len=0"
"731","26.165109","192.167.7.43","192.167.7.45","UDP","162","8156  >  12345 Len=120"
"732","26.624037","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=145/37120, ttl=64 (no response found!)"
"733","26.646122","192.167.7.43","172.217.1.110","TLSv1.2","1063","Application Data"
"734","26.646372","192.167.7.43","172.217.1.110","TLSv1.2","311","Application Data"
"735","26.653931","172.217.1.110","192.167.7.43","TCP","60","443  >  50536 [ACK] Seq=625 Ack=4844 Win=1078 Len=0"
"736","26.653956","172.217.1.110","192.167.7.43","TCP","60","443  >  50536 [ACK] Seq=625 Ack=5101 Win=1089 Len=0"
"737","26.665226","172.217.1.110","192.167.7.43","TLSv1.2","123","Application Data"
"738","26.665254","172.217.1.110","192.167.7.43","TLSv1.2","85","Application Data"
"739","26.665258","172.217.1.110","192.167.7.43","TLSv1.2","93","Application Data"
"740","26.665505","192.167.7.43","172.217.1.110","TCP","54","50536  >  443 [ACK] Seq=5101 Ack=764 Win=2659 Len=0"
"741","26.665539","192.167.7.43","172.217.1.110","TLSv1.2","93","Application Data"
"742","26.678624","172.217.1.110","192.167.7.43","TCP","60","443  >  50536 [ACK] Seq=764 Ack=5140 Win=1089 Len=0"
"743","27.165237","192.167.7.43","192.167.7.45","UDP","162","8157  >  12345 Len=120"
"744","27.423977","192.167.7.43","192.232.16.79","TCP","54","[TCP Dup ACK 609#2] 56648  >  443 [ACK] Seq=1 Ack=1 Win=547 Len=0"
"745","27.432014","192.232.16.79","192.167.7.43","TCP","60","[TCP Dup ACK 610#2] [TCP ACKed unseen segment] 443  >  56648 [ACK] Seq=1 Ack=2 Win=274 Len=0"
"746","27.651992","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=146/37376, ttl=64 (no response found!)"
"747","27.679970","192.167.7.43","142.250.191.227","TCP","54","[TCP Dup ACK 613#2] 50302  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"748","27.694257","142.250.191.227","192.167.7.43","TCP","60","[TCP Dup ACK 614#2] [TCP ACKed unseen segment] 80  >  50302 [ACK] Seq=1 Ack=2 Win=261 Len=0"
"749","28.165330","192.167.7.43","192.167.7.45","UDP","162","8158  >  12345 Len=120"
"750","28.191960","192.167.7.43","172.217.129.9","TCP","54","[TCP Dup ACK 615#2] 43386  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"751","28.199543","172.217.129.9","192.167.7.43","TCP","60","[TCP Dup ACK 616#2] [TCP ACKed unseen segment] 443  >  43386 [ACK] Seq=1 Ack=2 Win=297 Len=0"
"752","28.566881","VMware_8a:5c:e6","VMware_8a:b1:9d","ARP","60","Who has 192.167.7.43? Tell 192.167.0.1"
"753","28.566923","VMware_8a:b1:9d","VMware_8a:5c:e6","ARP","42","192.167.7.43 is at 00:50:56:8a:b1:9d"
"754","28.672014","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=147/37632, ttl=64 (no response found!)"
"755","29.165487","192.167.7.43","192.167.7.45","UDP","162","8159  >  12345 Len=120"
"756","29.696085","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=148/37888, ttl=64 (no response found!)"
"757","30.165638","192.167.7.43","192.167.7.45","UDP","162","8160  >  12345 Len=120"
"758","30.724599","192.167.7.43","192.167.7.45","ICMP","98","Echo (ping) request  id=0x35a7, seq=149/38144, ttl=64 (no response found!)"
"759","31.165741","192.167.7.43","192.167.7.45","UDP","162","8161  >  12345 Len=120"
"760","31.642954","192.167.7.43","172.217.1.110","TLSv1.2","857","Application Data"
"761","31.650576","172.217.1.110","192.167.7.43","TCP","60","443  >  50536 [ACK] Seq=764 Ack=5943 Win=1100 Len=0"
"762","31.662457","172.217.1.110","192.167.7.43","TLSv1.2","121","Application Data"
"763","31.662475","172.217.1.110","192.167.7.43","TLSv1.2","85","Application Data"
"764","31.662479","172.217.1.110","192.167.7.43","TLSv1.2","93","Application Data"
"765","31.662818","192.167.7.43","172.217.1.110","TCP","54","50536  >  443 [ACK] Seq=5943 Ack=901 Win=2659 Len=0"
"766","31.662858","192.167.7.43","172.217.1.110","TLSv1.2","93","Application Data"
"767","31.678389","172.217.1.110","192.167.7.43","TCP","60","443  >  50536 [ACK] Seq=901 Ack=5982 Win=1100 Len=0"
