"No.","Time","Source","Destination","Protocol","Length","Info"
"1149","15.980266","2a00:1450:4019:819::200a","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1003","Protected Payload (KP0)"
"1150","15.981003","2a00:1450:4019:819::200a","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","330","Protected Payload (KP0)"
"1151","15.981469","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:819::200a","QUIC","93","Protected Payload (KP0), DCID=fff9947519bb7e48"
"1152","15.987791","10.122.1.246","10.122.1.223","TCP","55","53  >  36376 [PSH, ACK] Seq=1 Ack=36 Win=88064 Len=1 [TCP PDU reassembled in 1155]"
"1153","15.988260","10.122.1.246","10.122.1.223","TCP","55","53  >  36375 [PSH, ACK] Seq=1 Ack=36 Win=88064 Len=1 [TCP PDU reassembled in 1160]"
"1154","16.029501","10.122.1.223","10.122.1.246","TCP","54","36376  >  53 [ACK] Seq=36 Ack=2 Win=65536 Len=0"
"1155","16.031470","10.122.1.246","10.122.1.223","DNS","234","Standard query response 0xf765 AAAA www.youtube.com CNAME youtube-ui.l.google.com AAAA 2a00:1450:4019:811::200e AAAA 2a00:1450:4019:815::200e AAAA 2a00:1450:4019:804::200e AAAA 2a00:1450:4019:80f::200e"
"1156","16.032088","10.122.1.223","10.122.1.246","TCP","54","36376  >  53 [FIN, ACK] Seq=36 Ack=182 Win=65280 Len=0"
"1157","16.036993","10.122.1.246","10.122.1.223","TCP","54","53  >  36376 [FIN, ACK] Seq=182 Ack=37 Win=88064 Len=0"
"1158","16.037079","10.122.1.223","10.122.1.246","TCP","54","36376  >  53 [ACK] Seq=37 Ack=183 Win=65280 Len=0"
"1159","16.047657","10.122.1.223","10.122.1.246","TCP","54","36375  >  53 [ACK] Seq=36 Ack=2 Win=65536 Len=0"
"1160","16.050999","10.122.1.246","10.122.1.223","DNS","137","Standard query response 0x8c6a HTTPS www.youtube.com CNAME youtube-ui.l.google.com HTTPS"
"1161","16.051549","10.122.1.223","10.122.1.246","TCP","54","36375  >  53 [FIN, ACK] Seq=36 Ack=85 Win=65536 Len=0"
"1162","16.055385","10.122.1.246","10.122.1.223","TCP","54","53  >  36375 [FIN, ACK] Seq=85 Ack=37 Win=88064 Len=0"
"1163","16.055469","10.122.1.223","10.122.1.246","TCP","54","36375  >  53 [ACK] Seq=37 Ack=86 Win=65536 Len=0"
"1164","16.102460","2a00:1450:4019:819::200a","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","86","Protected Payload (KP0)"
"1165","16.110388","10.122.1.246","10.122.1.223","TCP","55","53  >  36377 [PSH, ACK] Seq=1 Ack=36 Win=88064 Len=1 [TCP PDU reassembled in 1168]"
"1166","16.123631","10.122.1.223","182.184.192.40","ICMP","1042","Echo (ping) request  id=0x0001, seq=240/61440, ttl=128 (reply in 1173)"
"1167","16.153521","10.122.1.223","10.122.1.246","TCP","54","36377  >  53 [ACK] Seq=36 Ack=2 Win=65536 Len=0"
"1168","16.155828","10.122.1.246","10.122.1.223","DNS","282","Standard query response 0x8f98 A www.youtube.com CNAME youtube-ui.l.google.com A 142.250.202.142 A 142.250.200.174 A 142.250.202.78 A 142.250.203.174 A 142.250.202.14 A 142.250.187.78 A 142.251.37.78 A 142.251.37.142 A 142.250.201.238 A 142.250.201.110"
"1169","16.156703","10.122.1.223","10.122.1.246","TCP","54","36377  >  53 [FIN, ACK] Seq=36 Ack=230 Win=65280 Len=0"
"1170","16.158996","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","86","36378  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 WS=256 SACK_PERM"
"1171","16.161417","10.122.1.246","10.122.1.223","TCP","54","53  >  36377 [FIN, ACK] Seq=230 Ack=37 Win=88064 Len=0"
"1172","16.161553","10.122.1.223","10.122.1.246","TCP","54","36377  >  53 [ACK] Seq=37 Ack=231 Win=65280 Len=0"
"1173","16.214048","182.184.192.40","10.122.1.223","ICMP","1042","Echo (ping) reply    id=0x0001, seq=240/61440, ttl=52 (request in 1166)"
"1174","16.231457","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","86","443  >  36378 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=256"
"1175","16.231691","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"1176","16.234774","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","1414","36378  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=1340 [TCP PDU reassembled in 1177]"
"1177","16.234774","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TLSv1.3","491","Client Hello (SNI=www.youtube.com)"
"1178","16.315653","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","74","443  >  36378 [ACK] Seq=1 Ack=1341 Win=268032 Len=0"
"1179","16.339491","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","74","443  >  36378 [ACK] Seq=1 Ack=1758 Win=267776 Len=0"
"1180","16.489497","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Server Hello"
"1181","16.491216","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Change Cipher Spec"
"1182","16.491216","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","1294","443  >  36378 [ACK] Seq=2441 Ack=1758 Win=267776 Len=1220 [TCP PDU reassembled in 1187]"
"1183","16.491216","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","1294","443  >  36378 [PSH, ACK] Seq=3661 Ack=1758 Win=267776 Len=1220 [TCP PDU reassembled in 1187]"
"1184","16.491374","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=1758 Ack=4881 Win=65536 Len=0"
"1185","16.491707","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","1294","443  >  36378 [ACK] Seq=4881 Ack=1758 Win=267776 Len=1220 [TCP PDU reassembled in 1187]"
"1186","16.491707","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","1294","443  >  36378 [PSH, ACK] Seq=6101 Ack=1758 Win=267776 Len=1220 [TCP PDU reassembled in 1187]"
"1187","16.491707","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","653","Application Data"
"1188","16.491801","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=1758 Ack=7900 Win=65536 Len=0"
"1189","16.503455","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TLSv1.3","148","Change Cipher Spec, Application Data"
"1190","16.504906","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TLSv1.3","166","Application Data"
"1191","16.505540","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","1414","36378  >  443 [ACK] Seq=1924 Ack=7900 Win=65536 Len=1340 [TCP PDU reassembled in 1192]"
"1192","16.505540","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TLSv1.3","1152","Application Data"
"1193","16.566833","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","74","443  >  36378 [ACK] Seq=7900 Ack=1832 Win=267776 Len=0"
"1194","16.566833","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","74","443  >  36378 [ACK] Seq=7900 Ack=1924 Win=267776 Len=0"
"1195","16.579372","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1034","Application Data, Application Data"
"1196","16.579372","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","105","Application Data"
"1197","16.579543","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4342 Ack=8891 Win=64512 Len=0"
"1198","16.580154","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TLSv1.3","105","Application Data"
"1199","16.646759","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","74","443  >  36378 [ACK] Seq=8891 Ack=4342 Win=265472 Len=0"
"1200","16.652581","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","74","443  >  36378 [ACK] Seq=8891 Ack=4373 Win=265472 Len=0"
"1201","16.886780","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1202","16.886968","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1203","16.887017","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=11331 Win=65536 Len=0"
"1204","16.887469","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1205","16.887663","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","547","Application Data"
"1206","16.887727","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=13024 Win=65536 Len=0"
"1207","16.893221","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1208","16.893560","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1209","16.893643","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=15464 Win=65536 Len=0"
"1210","16.894676","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1211","16.894676","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1212","16.894767","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=17904 Win=65536 Len=0"
"1213","16.899159","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1214","16.899562","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1215","16.899562","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1216","16.899668","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=21564 Win=65536 Len=0"
"1217","16.900063","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1218","16.900063","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1219","16.900063","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1220","16.900174","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=25224 Win=65536 Len=0"
"1221","16.900858","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data, Application Data"
"1222","16.900858","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1223","16.900858","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1224","16.900858","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1225","16.900978","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=30104 Win=65536 Len=0"
"1226","16.904762","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1227","16.904762","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1228","16.904762","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1229","16.904762","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1230","16.904902","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=34984 Win=65536 Len=0"
"1231","16.972155","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1232","16.975816","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1233","16.975816","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data, Application Data"
"1234","16.975816","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1235","16.975816","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data, Application Data, Application Data, Application Data"
"1236","16.975816","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1237","16.976108","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=42304 Win=65536 Len=0"
"1238","16.982076","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1239","16.982076","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1240","16.982226","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=44744 Win=65536 Len=0"
"1241","16.986552","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1242","16.986552","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data, Application Data"
"1243","16.986698","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=47184 Win=65536 Len=0"
"1244","16.987592","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1245","16.987592","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1246","16.987703","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=49624 Win=65536 Len=0"
"1247","16.996409","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1248","16.996409","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1294","Application Data"
"1249","16.996409","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","358","Application Data"
"1250","16.996652","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","74","36378  >  443 [ACK] Seq=4373 Ack=52348 Win=65536 Len=0"
"1251","17.111166","10.122.1.223","10.122.1.246","TCP","66","36379  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1252","17.113408","10.122.1.223","10.122.1.246","TCP","66","36380  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1253","17.115321","10.122.1.223","10.122.1.246","TCP","66","36381  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1254","17.121977","10.122.1.246","10.122.1.223","TCP","66","53  >  36379 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512"
"1255","17.121977","10.122.1.246","10.122.1.223","TCP","66","53  >  36380 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512"
"1256","17.121977","10.122.1.246","10.122.1.223","TCP","66","53  >  36381 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512"
"1257","17.122403","10.122.1.223","10.122.1.246","TCP","54","36379  >  53 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"1258","17.122623","10.122.1.223","10.122.1.246","TCP","54","36380  >  53 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"1259","17.122678","10.122.1.223","10.122.1.246","TCP","56","36379  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=2 [TCP PDU reassembled in 1261]"
"1260","17.122746","10.122.1.223","10.122.1.246","TCP","54","36381  >  53 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"1261","17.122928","10.122.1.223","10.122.1.246","DNS","90","Standard query 0xb1f6 HTTPS csp.withgoogle.com"
"1262","17.123295","10.122.1.223","10.122.1.246","TCP","56","36380  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=2 [TCP PDU reassembled in 1263]"
"1263","17.123507","10.122.1.223","10.122.1.246","DNS","90","Standard query 0x7def AAAA csp.withgoogle.com"
"1264","17.124236","10.122.1.223","10.122.1.246","TCP","56","36381  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=2 [TCP PDU reassembled in 1265]"
"1265","17.124461","10.122.1.223","10.122.1.246","DNS","90","Standard query 0x3c5c A csp.withgoogle.com"
"1266","17.129295","10.122.1.246","10.122.1.223","TCP","54","53  >  36379 [ACK] Seq=1 Ack=3 Win=88064 Len=0"
"1267","17.129295","10.122.1.246","10.122.1.223","TCP","54","53  >  36379 [ACK] Seq=1 Ack=39 Win=88064 Len=0"
"1268","17.129295","10.122.1.246","10.122.1.223","TCP","54","53  >  36380 [ACK] Seq=1 Ack=3 Win=88064 Len=0"
"1269","17.129295","10.122.1.246","10.122.1.223","TCP","54","53  >  36380 [ACK] Seq=1 Ack=39 Win=88064 Len=0"
"1270","17.129295","10.122.1.246","10.122.1.223","TCP","54","53  >  36381 [ACK] Seq=1 Ack=3 Win=88064 Len=0"
"1271","17.129295","10.122.1.246","10.122.1.223","TCP","54","53  >  36381 [ACK] Seq=1 Ack=39 Win=88064 Len=0"
"1272","17.139458","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4018:80f::2004","UDP","91","56110  >  443 Len=29"
"1273","17.155845","10.122.1.223","10.122.1.246","TCP","66","36382  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1274","17.156831","10.122.1.223","182.184.192.40","ICMP","1042","Echo (ping) request  id=0x0001, seq=241/61696, ttl=128 (reply in 1337)"
"1275","17.157181","10.122.1.223","10.122.1.246","TCP","66","36383  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1276","17.158757","10.122.1.223","10.122.1.246","TCP","66","36384  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1277","17.160944","10.122.1.246","10.122.1.223","TCP","66","53  >  36382 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512"
"1278","17.161169","10.122.1.223","10.122.1.246","TCP","54","36382  >  53 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"1279","17.169381","10.122.1.246","10.122.1.223","TCP","66","53  >  36383 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512"
"1280","17.169381","10.122.1.246","10.122.1.223","TCP","66","53  >  36384 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512"
"1281","17.169722","10.122.1.223","10.122.1.246","TCP","54","36383  >  53 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"1282","17.170021","10.122.1.223","10.122.1.246","TCP","54","36384  >  53 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"1283","17.173013","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","QUIC","1292","Initial, DCID=0e4a7b7a1f1d098a, PKN: 1, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO"
"1284","17.173440","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","QUIC","1292","Initial, DCID=0e4a7b7a1f1d098a, PKN: 2, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PADDING, PING, PING, PADDING, CRYPTO, PING, PING, PING, PADDING, PING"
"1285","17.174917","10.122.1.223","10.122.1.246","TCP","56","36382  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=2 [TCP PDU reassembled in 1286]"
"1286","17.175125","10.122.1.223","10.122.1.246","DNS","83","Standard query 0x8971 HTTPS i.ytimg.com"
"1287","17.176246","10.122.1.223","10.122.1.246","TCP","56","36383  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=2 [TCP PDU reassembled in 1288]"
"1288","17.176470","10.122.1.223","10.122.1.246","DNS","83","Standard query 0x8e4c AAAA i.ytimg.com"
"1289","17.176880","10.122.1.223","10.122.1.246","TCP","56","36384  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=2 [TCP PDU reassembled in 1291]"
"1290","17.176944","10.122.1.246","10.122.1.223","TCP","54","53  >  36382 [ACK] Seq=1 Ack=3 Win=88064 Len=0"
"1291","17.177057","10.122.1.223","10.122.1.246","DNS","83","Standard query 0xb4c9 A i.ytimg.com"
"1292","17.177323","10.122.1.246","10.122.1.223","TCP","54","53  >  36382 [ACK] Seq=1 Ack=32 Win=88064 Len=0"
"1293","17.177696","10.122.1.246","10.122.1.223","TCP","54","53  >  36383 [ACK] Seq=1 Ack=3 Win=88064 Len=0"
"1294","17.178218","10.122.1.246","10.122.1.223","TCP","54","53  >  36383 [ACK] Seq=1 Ack=32 Win=88064 Len=0"
"1295","17.179761","10.122.1.246","10.122.1.223","TCP","54","53  >  36384 [ACK] Seq=1 Ack=3 Win=88064 Len=0"
"1296","17.180140","10.122.1.246","10.122.1.223","TCP","54","53  >  36384 [ACK] Seq=1 Ack=32 Win=88064 Len=0"
"1297","17.180343","10.122.1.223","10.122.1.246","TCP","66","36385  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1298","17.181419","10.122.1.223","10.122.1.246","TCP","66","36386  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1299","17.182198","10.122.1.223","10.122.1.246","TCP","66","36387  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1300","17.185372","10.122.1.246","10.122.1.223","TCP","66","53  >  36385 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512"
"1301","17.185615","10.122.1.223","10.122.1.246","TCP","54","36385  >  53 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"1302","17.186155","10.122.1.246","10.122.1.223","TCP","66","53  >  36386 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512"
"1303","17.186155","10.122.1.246","10.122.1.223","TCP","66","53  >  36387 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512"
"1304","17.186434","10.122.1.223","10.122.1.246","TCP","54","36386  >  53 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"1305","17.186572","10.122.1.223","10.122.1.246","TCP","54","36387  >  53 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"1306","17.190016","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TLSv1.3","818","Application Data"
"1307","17.190689","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","1414","36378  >  443 [ACK] Seq=5117 Ack=52348 Win=65536 Len=1340 [TCP PDU reassembled in 1308]"
"1308","17.190689","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TLSv1.3","406","Application Data"
"1309","17.191251","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TLSv1.3","844","Application Data"
"1310","17.191805","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","1414","36378  >  443 [ACK] Seq=7559 Ack=52348 Win=65536 Len=1340 [TCP PDU reassembled in 1311]"
"1311","17.191805","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TLSv1.3","381","Application Data"
"1312","17.192325","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TLSv1.3","871","Application Data"
"1313","17.192841","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TCP","1414","36378  >  443 [ACK] Seq=10003 Ack=52348 Win=65536 Len=1340 [TCP PDU reassembled in 1314]"
"1314","17.192841","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TLSv1.3","477","Application Data"
"1315","17.193777","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","TLSv1.3","868","Application Data"
